image_path,filename,probability,prediction
../deep-histopath/data/mitoses/patches/train/normal/1_23_03_192_384_0_0_0_.png,1_23_03_192_384_0_0_0_.png,3.15755678457208e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_26_01_3840_3840_0_0_0_.png,2_26_01_3840_3840_0_0_0_.png,2.9543652999564074e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_02_27_1392_1824_0_0_0_.png,1_02_27_1392_1824_0_0_0_.png,1.049004276865162e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_59_01_1584_5472_0_0_0_.png,3_59_01_1584_5472_0_0_0_.png,0.00040303467540070415,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_24_01_3408_960_0_0_0_.png,2_24_01_3408_960_0_0_0_.png,3.925294367945753e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_41_336_1296_0_0_0_.png,1_04_41_336_1296_0_0_0_.png,3.949147503590211e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_71_01_5040_288_0_0_0_.png,3_71_01_5040_288_0_0_0_.png,5.9082613006467e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_21_33_528_1920_0_0_0_.png,1_21_33_528_1920_0_0_0_.png,0.0005777907208539546,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_62_01_3984_1440_0_0_0_.png,3_62_01_3984_1440_0_0_0_.png,3.3181390790559817e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_12_02_1008_720_0_0_0_.png,1_12_02_1008_720_0_0_0_.png,3.6634475691244006e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_12_1728_336_0_0_0_.png,1_04_12_1728_336_0_0_0_.png,9.445226396564976e-07,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_60_01_3696_3744_0_0_0_.png,3_60_01_3696_3744_0_0_0_.png,2.731711902015377e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_15_40_480_1248_0_0_0_.png,1_15_40_480_1248_0_0_0_.png,4.775996785610914e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_06_20_288_1344_0_0_0_.png,1_06_20_288_1344_0_0_0_.png,4.526895281742327e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_22_25_1632_720_0_0_0_.png,1_22_25_1632_720_0_0_0_.png,0.0001933910243678838,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_20_03_240_96_0_0_0_.png,1_20_03_240_96_0_0_0_.png,0.000878165359608829,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_36_1776_1104_0_0_0_.png,1_04_36_1776_1104_0_0_0_.png,9.870486792351585e-07,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_39_01_4608_3504_0_0_0_.png,2_39_01_4608_3504_0_0_0_.png,7.982570423337165e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_39_01_144_1488_0_0_0_.png,2_39_01_144_1488_0_0_0_.png,7.809384442225564e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_06_03_480_672_0_0_0_.png,1_06_03_480_672_0_0_0_.png,0.00021854648366570473,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_01_38_96_1680_0_0_0_.png,1_01_38_96_1680_0_0_0_.png,0.0002683686907403171,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_25_01_528_3552_0_0_0_.png,2_25_01_528_3552_0_0_0_.png,0.0001149721720139496,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_26_01_5184_1200_0_0_0_.png,2_26_01_5184_1200_0_0_0_.png,4.491076651902404e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_47_1920_144_0_0_0_.png,1_18_47_1920_144_0_0_0_.png,8.019768529266003e-07,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_41_1392_1920_0_0_0_.png,1_04_41_1392_1920_0_0_0_.png,6.4501987253606785e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_02_24_624_576_0_0_0_.png,1_02_24_624_576_0_0_0_.png,3.1405986646859674e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_58_01_1920_4176_0_0_0_.png,3_58_01_1920_4176_0_0_0_.png,0.0006097296136431396,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_61_01_4320_1728_0_0_0_.png,3_61_01_4320_1728_0_0_0_.png,1.5240319953591097e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_15_03_1344_1344_0_0_0_.png,1_15_03_1344_1344_0_0_0_.png,5.046051228418946e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_46_01_5376_3552_0_0_0_.png,2_46_01_5376_3552_0_0_0_.png,0.0022114801686257124,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_58_192_1488_0_0_0_.png,1_04_58_192_1488_0_0_0_.png,2.8562317311298102e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_15_39_1968_1488_0_0_0_.png,1_15_39_1968_1488_0_0_0_.png,3.293221652711509e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_41_1200_1824_0_0_0_.png,1_18_41_1200_1824_0_0_0_.png,2.2447278524850844e-07,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_14_09_0_192_0_0_0_.png,1_14_09_0_192_0_0_0_.png,0.0005714676226489246,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_10_09_768_1248_0_0_0_.png,1_10_09_768_1248_0_0_0_.png,7.202031702036038e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_05_10_1920_1920_0_0_0_.png,1_05_10_1920_1920_0_0_0_.png,6.229769041965483e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_31_1200_1104_0_0_0_.png,1_18_31_1200_1104_0_0_0_.png,8.189339132513851e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_22_06_240_1248_0_0_0_.png,1_22_06_240_1248_0_0_0_.png,2.2595811969949864e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_35_01_3792_1104_0_0_0_.png,2_35_01_3792_1104_0_0_0_.png,2.6841215003514662e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_51_01_1296_3264_0_0_0_.png,3_51_01_1296_3264_0_0_0_.png,1.4531555279972963e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_29_01_192_1152_0_0_0_.png,2_29_01_192_1152_0_0_0_.png,1.3081718861940317e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_02_22_0_240_0_0_0_.png,1_02_22_0_240_0_0_0_.png,5.655078894051258e-07,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_26_01_4992_3168_0_0_0_.png,2_26_01_4992_3168_0_0_0_.png,3.861316599795828e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_61_01_5088_1440_0_0_0_.png,3_61_01_5088_1440_0_0_0_.png,1.5960690689098556e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_49_01_3408_1104_0_0_0_.png,3_49_01_3408_1104_0_0_0_.png,4.56682801086572e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_15_24_1248_288_0_0_0_.png,1_15_24_1248_288_0_0_0_.png,6.9651182457164396e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_37_01_1152_1248_0_0_0_.png,2_37_01_1152_1248_0_0_0_.png,2.9719445592490956e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_06_10_1056_864_0_0_0_.png,1_06_10_1056_864_0_0_0_.png,5.053820132161491e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_50_01_624_4128_0_0_0_.png,3_50_01_624_4128_0_0_0_.png,9.933101682690904e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_21_11_1488_816_0_0_0_.png,1_21_11_1488_816_0_0_0_.png,0.0005000226083211601,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_54_336_0_0_0_0_.png,1_04_54_336_0_0_0_0_.png,1.7270662283408456e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_54_192_336_0_0_0_.png,1_04_54_192_336_0_0_0_.png,0.002945481799542904,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_29_01_3888_4272_0_0_0_.png,2_29_01_3888_4272_0_0_0_.png,3.835103416349739e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_03_15_1296_1440_0_0_0_.png,1_03_15_1296_1440_0_0_0_.png,4.146774153923616e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_43_432_1296_0_0_0_.png,1_18_43_432_1296_0_0_0_.png,2.7118189791508485e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_62_01_5232_2496_0_0_0_.png,3_62_01_5232_2496_0_0_0_.png,3.206073870387627e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_56_1296_1344_0_0_0_.png,1_04_56_1296_1344_0_0_0_.png,0.00028210264281369746,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_10_03_432_96_0_0_0_.png,1_10_03_432_96_0_0_0_.png,2.225919160991907e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_43_336_1248_0_0_0_.png,1_18_43_336_1248_0_0_0_.png,9.473268619331066e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_61_01_3840_2928_0_0_0_.png,3_61_01_3840_2928_0_0_0_.png,2.588953975646291e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_15_24_288_528_0_0_0_.png,1_15_24_288_528_0_0_0_.png,5.714607141271699e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_44_1728_768_0_0_0_.png,1_18_44_1728_768_0_0_0_.png,2.223613819296588e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_55_1104_1392_0_0_0_.png,1_04_55_1104_1392_0_0_0_.png,7.580465171486139e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_14_15_1728_1824_0_0_0_.png,1_14_15_1728_1824_0_0_0_.png,1.0906291208812036e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_69_01_144_2880_0_0_0_.png,3_69_01_144_2880_0_0_0_.png,8.052723387663718e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_72_01_4224_1536_0_0_0_.png,3_72_01_4224_1536_0_0_0_.png,2.5706453016027808e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_57_01_192_2448_0_0_0_.png,3_57_01_192_2448_0_0_0_.png,8.9748136815615e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_52_01_2640_4224_0_0_0__adv_de.png,3_52_01_2640_4224_0_0_0__adv_de.png,2.609627517813351e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_23_07_528_480_0_0_0_.png,1_23_07_528_480_0_0_0_.png,4.0534348499932094e-07,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_54_1152_576_0_0_0_.png,1_18_54_1152_576_0_0_0_.png,1.8566137441666797e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_58_01_3168_4368_0_0_0_.png,3_58_01_3168_4368_0_0_0_.png,6.942934760445496e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_22_46_1584_960_0_0_0_.png,1_22_46_1584_960_0_0_0_.png,2.3025035261525773e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_01_12_864_624_0_0_0_.png,1_01_12_864_624_0_0_0_.png,5.258794772089459e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_28_01_3408_768_0_0_0_.png,2_28_01_3408_768_0_0_0_.png,6.413707978936145e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_19_03_1824_1584_0_0_0_.png,1_19_03_1824_1584_0_0_0_.png,1.3934199159848504e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_21_12_288_1392_0_0_0_.png,1_21_12_288_1392_0_0_0_.png,3.851317160297185e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_01_03_96_1584_0_0_0_.png,1_01_03_96_1584_0_0_0_.png,4.129721855861135e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_15_19_1536_384_0_0_0_.png,1_15_19_1536_384_0_0_0_.png,0.00010725635365815833,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_25_01_2976_528_0_0_0_.png,2_25_01_2976_528_0_0_0_.png,1.3094561836624052e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_64_01_1392_144_0_0_0_.png,3_64_01_1392_144_0_0_0_.png,4.928869202558417e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_73_01_2688_4176_0_0_0_.png,3_73_01_2688_4176_0_0_0_.png,4.5867923290643375e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_14_06_96_432_0_0_0_.png,1_14_06_96_432_0_0_0_.png,9.07316916709533e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_47_01_2112_912_0_0_0_.png,2_47_01_2112_912_0_0_0_.png,2.1347599613363855e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_05_07_528_144_0_0_0_.png,1_05_07_528_144_0_0_0_.png,7.298694981727749e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_06_26_1344_48_0_0_0_.png,1_06_26_1344_48_0_0_0_.png,1.0994333479175111e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_22_20_576_816_0_0_0_.png,1_22_20_576_816_0_0_0_.png,3.3654479921096936e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_03_10_1440_96_0_0_0_.png,1_03_10_1440_96_0_0_0_.png,0.00036902472493238747,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_70_01_240_1056_0_0_0_.png,3_70_01_240_1056_0_0_0_.png,5.240526206762297e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_21_20_720_1584_0_0_0_.png,1_21_20_720_1584_0_0_0_.png,4.662832907342818e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_34_01_1632_4368_0_0_0_.png,2_34_01_1632_4368_0_0_0_.png,2.0052288164151832e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_28_01_720_5280_0_0_0_.png,2_28_01_720_5280_0_0_0_.png,3.4475287975510582e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_70_01_4176_1632_0_0_0_.png,3_70_01_4176_1632_0_0_0_.png,3.627911837611464e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_06_34_1536_1776_0_0_0_.png,1_06_34_1536_1776_0_0_0_.png,1.9603407963586506e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_06_32_1200_864_0_0_0_.png,1_06_32_1200_864_0_0_0_.png,2.7674389002640964e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_06_33_864_576_0_0_0_.png,1_06_33_864_576_0_0_0_.png,6.478471277659992e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_72_01_4800_3360_0_0_0_.png,3_72_01_4800_3360_0_0_0_.png,0.00042567169293761253,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_01_1152_960_0_0_0_.png,1_18_01_1152_960_0_0_0_.png,1.0255598681396805e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_01_20_1296_1344_0_0_0_.png,1_01_20_1296_1344_0_0_0_.png,5.871195298823295e-07,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_01_34_1488_192_0_0_0_.png,1_01_34_1488_192_0_0_0_.png,3.215312244719826e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_41_01_2448_1728_0_0_0_.png,2_41_01_2448_1728_0_0_0_.png,6.411096819647355e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_21_35_1824_0_0_0_0_.png,1_21_35_1824_0_0_0_0_.png,2.991378323713434e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_64_01_1296_0_0_0_0_.png,3_64_01_1296_0_0_0_0_.png,5.194327513891039e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_02_1728_1728_0_0_0_.png,1_04_02_1728_1728_0_0_0_.png,4.3070613173767924e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_64_01_2256_1776_0_0_0_.png,3_64_01_2256_1776_0_0_0_.png,1.8926682969322428e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_25_864_528_0_0_0_.png,1_18_25_864_528_0_0_0_.png,1.3493486221705098e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_33_01_4032_816_0_0_0_.png,2_33_01_4032_816_0_0_0_.png,3.127910167677328e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_60_01_1296_4512_0_0_0_.png,3_60_01_1296_4512_0_0_0_.png,8.218872244469821e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_15_37_1008_144_0_0_0_.png,1_15_37_1008_144_0_0_0_.png,1.6443671484012157e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_12_01_384_720_0_0_0_.png,1_12_01_384_720_0_0_0_.png,1.752664388732228e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_25_1296_528_0_0_0_.png,1_18_25_1296_528_0_0_0_.png,8.404348363910685e-07,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_20_01_48_480_0_0_0_.png,1_20_01_48_480_0_0_0_.png,1.6156468518602196e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_36_1056_336_0_0_0_.png,1_18_36_1056_336_0_0_0_.png,6.494864010164747e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_38_01_2640_1392_0_0_0_.png,2_38_01_2640_1392_0_0_0_.png,2.8730876238114433e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_15_18_1536_528_0_0_0_.png,1_15_18_1536_528_0_0_0_.png,9.77066156337969e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_45_1872_48_0_0_0_.png,1_18_45_1872_48_0_0_0_.png,8.602104571764357e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_05_06_1728_864_0_0_0_.png,1_05_06_1728_864_0_0_0_.png,0.0007170160533860326,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_22_46_48_384_0_0_0_.png,1_22_46_48_384_0_0_0_.png,5.787584450445138e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_15_23_672_192_0_0_0_.png,1_15_23_672_192_0_0_0_.png,6.145882798591629e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_01_33_720_912_0_0_0_.png,1_01_33_720_912_0_0_0_.png,0.0005269452231004834,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_18_17_48_768_0_0_0_.png,1_18_17_48_768_0_0_0_.png,3.306063490526867e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_72_01_5184_672_0_0_0_.png,3_72_01_5184_672_0_0_0_.png,2.679847057152074e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_32_01_3264_2256_0_0_0_.png,2_32_01_3264_2256_0_0_0_.png,2.1012592696934007e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/2_34_01_3600_1632_0_0_0_.png,2_34_01_3600_1632_0_0_0_.png,2.295474405400455e-05,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_04_30_288_1824_0_0_0_.png,1_04_30_288_1824_0_0_0_.png,1.2854018223151797e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_06_27_1296_1152_0_0_0_.png,1_06_27_1296_1152_0_0_0_.png,3.598076318667154e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_06_34_48_288_0_0_0_.png,1_06_34_48_288_0_0_0_.png,1.420571493326861e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_14_14_1200_720_0_0_0_.png,1_14_14_1200_720_0_0_0_.png,2.262629777760594e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/3_69_01_1872_816_0_0_0_.png,3_69_01_1872_816_0_0_0_.png,8.126181455736514e-06,Negative
../deep-histopath/data/mitoses/patches/train/normal/1_08_04_240_672_0_0_0_.png,1_08_04_240_672_0_0_0_.png,4.438875475898385e-05,Negative
