2025-03-13 01:06:04,211 - INFO - Found 4000 images to process
2025-03-13 01:06:06,846 - INFO - Processed 1_01_07_480_1248_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,153 - INFO - Processed 1_01_24_480_912_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,158 - INFO - Processed 1_01_04_1152_1872_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,189 - INFO - Processed 1_01_29_720_1200_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,191 - INFO - Processed 1_01_28_528_816_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,201 - INFO - Processed 1_01_31_1248_1440_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,204 - INFO - Processed 1_01_34_1344_1776_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,208 - INFO - Processed 1_01_14_1728_1056_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,236 - INFO - Processed 1_01_37_720_240_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,247 - INFO - Processed 1_01_29_1584_1536_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,251 - INFO - Processed 1_01_28_1296_960_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,264 - INFO - Processed 1_01_27_96_1296_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,267 - INFO - Processed 1_01_02_96_816_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:09,275 - INFO - Processed 1_01_15_192_1248_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,360 - INFO - Processed 1_01_03_1968_144_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,367 - INFO - Processed 1_01_14_672_1008_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,407 - INFO - Processed 1_01_23_528_624_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,436 - INFO - Processed 1_01_31_144_1680_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,456 - INFO - Processed 1_01_20_336_1536_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,457 - INFO - Processed 1_01_27_1200_768_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,462 - INFO - Processed 1_01_04_1728_1392_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,484 - INFO - Processed 1_01_03_720_1152_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,487 - INFO - Processed 1_01_11_1872_1008_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,493 - INFO - Processed 1_01_27_1584_96_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,533 - INFO - Processed 1_01_33_0_1296_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,536 - INFO - Processed 1_01_24_1056_1200_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,537 - INFO - Processed 1_01_20_432_528_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,542 - INFO - Processed 1_01_08_1008_1728_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,556 - INFO - Processed 1_01_10_720_1056_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:11,576 - INFO - Processed 1_01_31_720_1584_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,621 - INFO - Processed 1_01_24_720_624_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,677 - INFO - Processed 1_01_13_144_144_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,683 - INFO - Processed 1_01_06_672_1344_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,708 - INFO - Processed 1_01_30_1056_432_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,714 - INFO - Processed 1_01_26_1200_528_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,716 - INFO - Processed 1_01_30_720_96_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,737 - INFO - Processed 1_01_20_1824_864_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,743 - INFO - Processed 1_01_30_1152_1584_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,775 - INFO - Processed 1_01_32_1008_336_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,797 - INFO - Processed 1_01_28_1536_192_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,803 - INFO - Processed 1_01_33_720_480_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,803 - INFO - Processed 1_01_32_1920_1104_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,820 - INFO - Processed 1_01_39_432_336_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,836 - INFO - Processed 1_01_06_1536_1200_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:13,839 - INFO - Processed 1_01_26_1920_1248_0_0_0_.png - Original: 0.0003, New: 0.0000, Diff: 0.0002
2025-03-13 01:06:13,842 - INFO - Processed 1_01_33_1488_672_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:15,909 - INFO - Processed 1_01_11_192_1296_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:15,957 - INFO - Processed 1_01_38_480_720_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:15,972 - INFO - Processed 1_01_21_1824_960_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:15,979 - INFO - Processed 1_01_03_1200_1824_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:15,998 - INFO - Processed 1_01_01_432_1872_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:15,998 - INFO - Processed 1_01_37_912_720_0_0_0_.png - Original: 0.0021, New: 0.0009, Diff: 0.0013
2025-03-13 01:06:16,027 - INFO - Processed 1_01_15_576_1680_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:16,035 - INFO - Processed 1_01_26_1920_480_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:16,041 - INFO - Processed 1_01_01_1440_432_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:16,047 - INFO - Processed 1_01_20_480_1200_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:16,061 - INFO - Processed 1_01_12_576_1824_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:16,072 - INFO - Processed 1_01_08_480_1728_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:16,088 - INFO - Processed 1_01_11_528_432_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:16,158 - INFO - Processed 1_01_06_912_384_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:16,159 - INFO - Processed 1_01_26_288_1776_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:16,179 - INFO - Processed 1_01_24_1728_0_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,167 - INFO - Processed 1_01_04_1440_1968_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,172 - INFO - Processed 1_01_08_1296_48_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,215 - INFO - Processed 1_01_20_1200_672_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,255 - INFO - Processed 1_01_27_96_576_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,278 - INFO - Processed 1_01_29_144_1104_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,286 - INFO - Processed 1_01_04_48_0_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,296 - INFO - Processed 1_01_30_1392_288_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,311 - INFO - Processed 1_01_10_144_240_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,320 - INFO - Processed 1_01_39_1872_384_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,343 - INFO - Processed 1_01_11_1728_816_0_0_0_.png - Original: 0.0003, New: 0.0002, Diff: 0.0001
2025-03-13 01:06:18,357 - INFO - Processed 1_01_20_1296_624_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,383 - INFO - Processed 1_01_08_1488_768_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,391 - INFO - Processed 1_01_37_1968_1152_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,429 - INFO - Processed 1_01_03_192_336_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,448 - INFO - Processed 1_01_05_1968_1536_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:18,449 - INFO - Processed 1_01_27_1392_1296_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,435 - INFO - Processed 1_01_20_480_384_0_0_0_.png - Original: 0.0001, New: 0.0001, Diff: 0.0001
2025-03-13 01:06:20,463 - INFO - Processed 1_01_23_576_1392_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,520 - INFO - Processed 1_01_26_912_768_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,547 - INFO - Processed 1_01_34_864_528_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,572 - INFO - Processed 1_01_03_48_1632_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,606 - INFO - Processed 1_01_03_96_336_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0001
2025-03-13 01:06:20,608 - INFO - Processed 1_01_29_1440_1488_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,611 - INFO - Processed 1_01_30_1008_432_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,612 - INFO - Processed 1_01_04_1968_1440_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,629 - INFO - Processed 1_01_26_1920_1728_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,658 - INFO - Processed 1_01_11_192_0_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,660 - INFO - Processed 1_01_24_432_1296_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,726 - INFO - Processed 1_01_33_240_1680_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,732 - INFO - Processed 1_01_15_480_288_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,745 - INFO - Processed 1_01_39_816_0_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:20,756 - INFO - Processed 1_01_29_288_1872_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,728 - INFO - Processed 1_01_27_1152_1680_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,760 - INFO - Processed 1_01_20_240_672_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,802 - INFO - Processed 1_01_18_1728_1296_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,802 - INFO - Processed 1_01_27_960_960_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,851 - INFO - Processed 1_01_01_576_768_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,861 - INFO - Processed 1_01_37_1776_96_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,901 - INFO - Processed 1_01_06_1632_864_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,902 - INFO - Processed 1_01_33_816_576_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,921 - INFO - Processed 1_01_12_768_1488_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,925 - INFO - Processed 1_01_38_1104_1056_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,926 - INFO - Processed 1_01_07_240_1536_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,949 - INFO - Processed 1_01_28_960_96_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,955 - INFO - Processed 1_01_27_1440_96_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:22,992 - INFO - Processed 1_01_26_1824_1728_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:23,044 - INFO - Processed 1_01_12_1488_1488_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:23,056 - INFO - Processed 1_01_20_720_1440_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,006 - INFO - Processed 1_01_05_192_144_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,075 - INFO - Processed 1_01_06_624_0_0_0_0_.png - Original: 0.0001, New: 0.0001, Diff: 0.0000
2025-03-13 01:06:25,090 - INFO - Processed 1_01_14_1200_1632_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,100 - INFO - Processed 1_01_29_384_1344_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,125 - INFO - Processed 1_01_11_1056_1680_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,129 - INFO - Processed 1_01_14_0_1344_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,136 - INFO - Processed 1_01_06_528_192_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,207 - INFO - Processed 1_01_33_960_1776_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,225 - INFO - Processed 1_01_32_912_144_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,227 - INFO - Processed 1_01_06_576_720_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,235 - INFO - Processed 1_01_39_1056_912_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,243 - INFO - Processed 1_01_03_912_1584_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,291 - INFO - Processed 1_01_32_768_1008_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,293 - INFO - Processed 1_01_12_1056_1392_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,300 - INFO - Processed 1_01_38_1632_480_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:25,346 - INFO - Processed 1_01_29_1776_1440_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,230 - INFO - Processed 1_01_06_1296_1680_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,339 - INFO - Processed 1_01_33_1296_1200_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,352 - INFO - Processed 1_01_34_624_1536_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,363 - INFO - Processed 1_01_14_1152_432_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,389 - INFO - Processed 1_01_34_48_912_0_0_0_.png - Original: 0.0005, New: 0.0001, Diff: 0.0003
2025-03-13 01:06:27,411 - INFO - Processed 1_01_24_1152_1152_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,433 - INFO - Processed 1_01_28_1632_864_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,478 - INFO - Processed 1_01_03_672_1008_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,483 - INFO - Processed 1_01_02_1344_1488_0_0_0_.png - Original: 0.0003, New: 0.0002, Diff: 0.0001
2025-03-13 01:06:27,511 - INFO - Processed 1_01_06_816_432_0_0_0_.png - Original: 0.0002, New: 0.0001, Diff: 0.0001
2025-03-13 01:06:27,526 - INFO - Processed 1_01_05_1680_1008_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,532 - INFO - Processed 1_01_26_1056_1872_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,535 - INFO - Processed 1_01_33_288_1824_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,597 - INFO - Processed 1_01_01_1728_816_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,628 - INFO - Processed 1_01_23_192_1296_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:27,692 - INFO - Processed 1_01_21_864_912_0_0_0_.png - Original: 0.0001, New: 0.0001, Diff: 0.0000
2025-03-13 01:06:29,534 - INFO - Processed 1_01_15_768_144_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,633 - INFO - Processed 1_01_38_912_1536_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,650 - INFO - Processed 1_01_37_1200_528_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,661 - INFO - Processed 1_01_30_912_1824_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,681 - INFO - Processed 1_01_21_624_48_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,681 - INFO - Processed 1_01_32_1440_672_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,742 - INFO - Processed 1_01_24_1392_768_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,746 - INFO - Processed 1_01_01_1296_1200_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,763 - INFO - Processed 1_01_26_816_1680_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,774 - INFO - Processed 1_01_12_1536_624_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,805 - INFO - Processed 1_01_38_1152_816_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,816 - INFO - Processed 1_01_04_1968_384_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,855 - INFO - Processed 1_01_29_1584_1488_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,864 - INFO - Processed 1_01_13_192_1152_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:29,940 - INFO - Processed 1_01_37_960_0_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0001
2025-03-13 01:06:29,971 - INFO - Processed 1_01_06_1248_0_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:31,851 - INFO - Processed 1_01_14_1824_1968_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:31,929 - INFO - Processed 1_01_33_1152_1200_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:31,938 - INFO - Processed 1_01_30_240_1296_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:31,983 - INFO - Processed 1_01_06_144_912_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:31,986 - INFO - Processed 1_01_33_528_1248_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:31,995 - INFO - Processed 1_01_38_1632_432_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:32,006 - INFO - Processed 1_01_12_96_960_0_0_0_.png - Original: 0.0001, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:32,035 - INFO - Processed 1_01_34_1056_1968_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:32,049 - INFO - Processed 1_01_27_1152_480_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:32,080 - INFO - Processed 1_01_29_1440_96_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:32,081 - INFO - Processed 1_01_32_288_528_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:32,092 - INFO - Processed 1_01_30_1776_0_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:32,116 - INFO - Processed 1_01_12_1152_1008_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:32,125 - INFO - Processed 1_01_10_1680_1152_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:32,236 - INFO - Processed 1_01_28_960_1344_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:32,257 - INFO - Processed 1_01_12_192_816_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:34,182 - INFO - Processed 1_01_32_960_768_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:34,255 - INFO - Processed 1_01_10_1872_1440_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
2025-03-13 01:06:34,263 - INFO - Processed 1_01_33_960_912_0_0_0_.png - Original: 0.0000, New: 0.0000, Diff: 0.0000
